;Raman shift;Intensity;Baseline;Corrected Intensity
447;1591.11;25204.0;20930.43069113127;4273.569308868729
448;1594.27;25073.9;20956.646149392476;4117.253850607525
449;1597.42;24800.3;20982.80542542189;3817.494574578108
450;1600.58;24633.8;21008.907970819182;3624.892029180817
451;1603.73;24399.3;21034.95327535896;3364.34672464104
452;1606.89;24398.7;21060.94086506475;3337.7591349352515
453;1610.04;24135.6;21086.870299603543;3048.729700396456
454;1613.19;23977.8;21112.741172019905;2865.058827980094
455;1616.34;23784.0;21138.553105845687;2645.4468941543128
456;1619.48;23604.7;21164.305753263314;2440.394246736687
457;1622.63;23472.2;21189.998792909675;2282.2012070903256
458;1625.78;23437.0;21215.63192782561;2221.3680721743913
459;1628.92;23194.9;21241.204883873947;1953.695116126055
460;1632.06;23090.0;21266.717409131194;1823.2825908688064
461;1635.2;22967.2;21292.169271210798;1675.0307287892028
462;1638.34;22865.2;21317.56025595903;1547.639744040971
463;1641.48;22751.2;21342.890165972443;1408.3098340275574
464;1644.62;22672.9;21368.15881932399;1304.7411806760101
465;1647.76;22589.8;21393.36604816971;1196.4339518302877
466;1650.9;22626.2;21418.51169771303;1207.6883022869697
467;1654.03;22628.2;21443.595625121736;1184.604374878265
468;1657.16;22635.8;21468.61769964049;1167.182300359509
469;1660.3;22550.1;21493.57780236;1056.522197639999
470;1663.43;22631.8;21518.475826042773;1113.3241739572259
471;1666.56;22568.1;21543.311674016542;1024.7883259834562
472;1669.69;22686.7;21568.085260742253;1118.6147392577477
473;1672.81;22665.3;21592.79651092874;1072.5034890712595
474;1675.94;22726.7;21617.445360470945;1109.2546395290556
475;1679.07;22645.7;21642.031755988854;1003.6682440111472
476;1682.19;22647.8;21666.555655194974;981.2443448050253
477;1685.31;22669.9;21691.01702583848;978.8829741615227
478;1688.44;22651.9;21715.415845480984;936.4841545190175
479;1691.56;22570.2;21739.75210147292;830.4478985270798
480;1694.68;22584.3;21764.02579052955;820.2742094704481
481;1697.79;22523.4;21788.23691767061;735.1630823293926
482;1700.91;22554.6;21812.385496118557;742.2145038814415
483;1704.03;22536.4;21836.471546447476;699.9284535525258
484;1707.14;22418.2;21860.495096653565;557.7049033464355
485;1710.26;22410.4;21884.45618173231;525.9438182676931
486;1713.37;22209.8;21908.354842256234;301.44515774376487
487;1716.48;22266.9;21932.191124057306;334.70887594269516
488;1719.59;22310.6;21955.965075981938;354.6349240180607
489;1722.7;22280.7;21979.676750223614;301.02324977638636
490;1725.81;22206.1;22003.326202522167;202.77379747783198
491;1728.92;22203.4;22026.91349162764;176.48650837235982
492;1732.02;22213.8;22050.438678317812;163.36132168218683
493;1735.13;22256.0;22073.901825135308;182.09817486469183
494;1738.23;22210.7;22097.302996256352;113.39700374364838
495;1741.33;22222.7;22120.64225767815;102.05774232184922
496;1744.43;22267.7;22143.919676531863;123.7803234681378
